abbreviatedaddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotsize,date_sold,price,zestimate,median_income
12107 SE 19th Ave,Portland,97222,45.43622208,-122.6445313,3,4,10018,9/4/2020,762000,894700,40899
4508 SE Monroe St,Portland,97222,45.44491959,-122.6158295,3,4,8712,9/4/2020,443000,520100,40899
10708 SE Home Ave,Milwaukie,97222,45.44562531,-122.6115646,1,2,9360,7/16/2020,325500,388800,40899
12775 SE 32nd Ave,Portland,97222,45.43006897,-122.6306534,2,3,4791,8/10/2020,407500,485800,40899
2316 SE Wren St,Portland,97222,45.43548203,-122.6388855,3,3,28749,9/4/2020,739900,868700,40899
4512 SE Garrett Cir,Portland,97222,45.44433594,-122.6159821,3,4,7840,11/18/2020,429275,498300,40899
3263 SE Silver Springs Rd,Milwaukie,97222,45.42805862,-122.6298676,1,3,7840,7/12/2021,435000,437800,40899
9964 SE 43rd Ave,Portland,97222,45.45074463,-122.6181412,2,3,19602,8/5/2020,416000,493600,40899
11127 SE Home Ave,Portland,97222,45.44259644,-122.6123276,2,3,11093,8/5/2020,399000,473500,40899
9136 SE Regents Dr,Portland,97222,45.45585251,-122.6117477,1,3,7405,3/18/2021,411000,444800,40899
5903 SE Hazel Pl,Portland,97222,45.45343781,-122.6031799,1,3,7499,5/4/2021,320000,336000,40899
12446 SE Guilford Dr,Milwaukie,97222,45.43329239,-122.6276703,2,3,11325,3/10/2021,397000,431800,40899
12225 SE Juniper Ave,Portland,97222,45.43423462,-122.5986404,1,3,8276,8/5/2020,365000,433100,40899
5407 SE Aldercrest Rd,Milwaukie,97222,45.42248154,-122.606987,2,2,34412,6/25/2021,645000,656000,40899
9554 SE 38th Ave,Portland,97222,45.45377731,-122.6231384,2,3,7405,11/18/2020,449999,522400,40899
3705 SE Rockwood St,Portland,97222,45.45398331,-122.6244659,1,2,8932,2/15/2021,145000,420500,40899
8718 SE 41st Ave,Portland,97222,45.45982742,-122.6208115,1,2,6534,5/12/2021,470000,491100,40899
13410 SE Ruscliff Rd,Portland,97222,45.42677689,-122.6003723,2,3,13503,5/12/2021,450000,470500,40899
4236 SE Washington St,Milwaukie,97222,45.44358063,-122.6187668,1,2,6534,12/30/2020,364000,401000,40899
2514 SE Linden Pl #23,Portland,97222,45.42731094,-122.6368256,2,3,863,4/14/2021,340000,361700,40899
9246 SE Regents Dr,Milwaukie,97222,45.4547348,-122.6106644,1,3,9147,2/15/2021,357000,394100,40899
13340 SE Ryan Ave,Portland,97222,45.42631912,-122.6152267,2,3,12632,3/31/2021,435000,467300,40899
6920 SE Brehaut St,Portland,97222,45.45480347,-122.5909653,1,2,10890,10/15/2020,315000,371500,40899
9901 SE 53rd Pl,Portland,97222,45.45108032,-122.6089706,3,4,9147,9/10/2020,559800,655700,40899
8950 SE 32nd Ave,Milwaukie,97222,45.45796585,-122.6297226,2,3,6098,3/31/2021,525000,563900,40899
2626 SE Washington St,Milwaukie,97222,45.44290924,-122.6356506,2,4,5662,2/15/2021,476000,525500,40899
10167 SE 45th Ave,Portland,97222,45.44943619,-122.616478,3,3,9147,3/31/2021,475000,510200,40899
3428 SE Mary Ct,Portland,97222,45.4598999,-122.6271439,2,3,9147,6/17/2021,498000,509100,40899
12786 SE Nixon Ave,Milwaukie,97222,45.42963028,-122.6276779,3,4,16552,3/31/2021,670000,719700,40899
11411 SE Wood Ave,Portland,97222,45.44036865,-122.6092911,2,2,31798,3/3/2021,405000,442700,40899
5000 SE Casa Del Rey Dr,Portland,97222,45.42951965,-122.6114655,3,4,8276,11/18/2020,560000,650000,40899
3978 SE Lake Rd,Milwaukie,97222,45.43308258,-122.6218185,3,3,13068,2/18/2021,485000,534300,40899
5025 SE Rainbow Ln,Portland,97222,45.45748138,-122.6110077,2,3,6969,6/17/2021,500000,511100,40899
3833 SE Hazel St,Portland,97222,45.45441055,-122.623085,2,3,4791,9/30/2020,400000,474800,40899
12283 SE 42nd Ct,Portland,97222,45.4346962,-122.6192093,2,3,5227,7/14/2020,455000,545400,40899
6221 SE Aspen St,Portland,97222,45.43517685,-122.5990143,2,4,8276,10/2/2020,401900,476600,40899
4360 SE Keil St,Portland,97222,45.44081497,-122.6180115,3,4,5227,4/18/2021,585000,620700,40899
9436 SE Winsor Dr,Portland,97222,45.4549675,-122.6084518,1,3,6969,6/17/2021,440000,449800,40899
11967 SE Beckman Ave,Portland,97222,45.43693161,-122.6074677,2,3,8712,9/27/2020,441000,523900,40899
3916 SE Harrison St,Milwaukie,97222,45.50855637,-122.6222916,2,3,6000,8/10/2020,295000,504000,40899
6769 SE Plum Dr,Milwaukie,97222,45.43652725,-122.5930176,3,4,6969,6/29/2021,555000,562700,40899
4522 SE Jackson St,Portland,97222,45.4456749,-122.6157837,2,2,4791,9/30/2020,380000,450900,40899
6536 SE Plum Dr,Portland,97222,45.43511963,-122.5952835,2,3,8276,9/30/2020,430000,510200,40899
13543 SE Maple Ln,Portland,97222,45.42497253,-122.6271896,2,3,10890,10/21/2020,426000,500800,40899
12721 SE Oatfield Rd,Portland,97222,45.43066406,-122.6332397,3,4,12196,9/30/2020,495000,587600,40899
11050 SE 77th Ave,Milwaukie,97222,45.44286346,-122.5840683,3,4,10454,4/29/2021,500000,526700,40899
11869 SE 33rd Ave,Milwaukie,97222,45.43763351,-122.6292725,2,3,9147,1/15/2021,460000,551300,40899
3615 SE Grogan Ave,Milwaukie,97222,45.43831635,-122.6256409,4,3,7405,11/4/2020,465000,543500,40899
11221 SE Stanley Ave,Portland,97222,45.44176483,-122.6037064,1,3,7405,7/12/2021,395000,397700,40899
9613 SE 77th Ave,Portland,97222,45.45278931,-122.5847397,2,3,4791,4/29/2021,440000,463500,40899
12405 SE 80th Ave,Milwaukie,97222,45.43345261,-122.580864,1,2,7875,1/15/2021,250000,281500,40899
8615 SE 31st Ave,Milwaukie,97222,45.46030807,-122.6311493,2,4,4791,6/14/2021,575000,588900,40899
6820 SE Brehaut St,Portland,97222,45.45480728,-122.5922394,1,2,5662,10/21/2020,295000,346800,40899
6327 SE Jordan Ave,Portland,97222,45.45290375,-122.5972748,1,3,7567,5/28/2021,480000,496900,40899
9828 SE 43rd Ave,Portland,97222,45.45170212,-122.6180267,1,2,12632,8/10/2020,323000,382700,40899
4406 SE Fieldcrest Dr,Portland,97222,45.45473862,-122.6172562,2,3,6969,5/4/2021,490000,514900,40899
4006 SE Jackson St,Milwaukie,97222,45.4457016,-122.6219025,3,4,5227,1/13/2021,429900,484300,40899
12018 SE Sequoia Ave,Portland,97222,45.4355545,-122.5929794,1,3,6098,7/22/2020,368000,437700,40899
6805 SE Madrona Dr,Milwaukie,97222,45.43298721,-122.5931778,1,3,10018,3/31/2021,402000,431800,40899
5925 SE Cedar St,Milwaukie,97222,45.45409775,-122.6028366,3,4,6098,7/8/2020,429900,516300,40899
4963 SE Mason Ln,Portland,97222,45.45639038,-122.6123276,1,3,6479,4/29/2021,317500,334500,40899
11825 SE Beckman Ave,Portland,97222,45.43782425,-122.6074066,2,3,8712,10/7/2020,400000,473400,40899
5900 SE Derdan Ct,Portland,97222,45.44229889,-122.6020584,4,4,9147,5/28/2021,538000,556900,40899
4315 SE Fieldcrest Dr,Portland,97222,45.45495605,-122.6179504,3,4,12197,11/24/2020,515000,596000,40899
4720 SE Fieldcrest Dr,Portland,97222,45.45470047,-122.6142578,2,4,6999,5/12/2021,435000,564600,40899
6921 SE Queen Rd,Portland,97222,45.4470253,-122.5915451,2,4,10018,7/24/2020,338000,402800,40899
3716 SE Harrison St,Portland,97222,45.44642258,-122.6240234,4,4,7405,12/13/2020,492000,575600,40899
10952 SE 51st Ave,Portland,97222,45.44386673,-122.6105118,1,3,7002,1/18/2021,430000,483000,40899
4516 SE Fieldcrest Dr,Portland,97222,45.45472717,-122.6164322,2,4,6969,5/7/2021,545001,571600,40899
11753 SE Beckman Ave,Portland,97222,45.43835068,-122.6076584,2,3,11761,7/24/2020,367500,439300,40899
4910 SE Casa Del Rey Dr,Milwaukie,97222,45.42856979,-122.6099472,3,3,9583,8/13/2020,485000,573800,40899
4766 SE Washington Pl,Portland,97222,45.44300461,-122.6128311,2,2,6969,4/14/2021,485000,516300,40899
3105 SE Washington St,Milwaukie,97222,45.44355392,-122.6307068,2,4,6969,7/30/2020,445000,529200,40899
13699 SE Maloy Ln,Portland,97222,45.42395401,-122.6496353,3,3,8276,5/7/2021,455000,477200,40899
9750 SE Eckler Ave,Portland,97222,45.45207214,-122.5892105,1,3,9498,3/15/2021,250000,271200,40899
6916 SE Pierce St,Milwaukie,97222,45.45231628,-122.5913925,3,4,3484,7/30/2020,450000,535300,40899
5863 SE Robhil Dr,Portland,97222,45.42415619,-122.6032181,4,4,12632,7/30/2020,650000,773200,40899
9505 SE 78th Ave,Portland,97222,45.45401764,-122.5837326,1,3,4791,9/27/2020,315000,374200,40899
11134 SE Home Ave,Portland,97222,45.44239044,-122.6115112,1,2,12196,6/9/2021,460000,472600,40899
9851 SE 36th Ave,Milwaukie,97222,45.45174789,-122.6261673,2,3,6969,3/1/2021,495000,549500,40899
4659 SE Meadowcrest Ct,Portland,97222,45.45799255,-122.6151199,3,3,8712,5/4/2021,475000,499100,40899
3256 SE Evergreen St,Portland,97222,45.42845154,-122.6299133,3,3,10890,9/2/2020,478000,561500,40899
4201 SE Howe St,Portland,97222,45.45307541,-122.6197968,1,3,4791,7/8/2020,355000,426500,40899
11704 SE 63rd Ave,Portland,97222,45.43848801,-122.5979767,3,4,7840,4/29/2021,485000,510900,40899
3455 SE Aldercrest Rd,Milwaukie,97222,45.430233,-122.6264648,3,4,40946,9/2/2020,585000,687100,40899
12686 SE 23rd Ave,Milwaukie,97222,45.43108749,-122.6397781,2,3,7405,4/8/2021,523000,558900,40899
10225 SE 41st Ct,Portland,97222,45.44881439,-122.6210327,1,3,7921,1/27/2021,335000,374400,40899
12015 SE 19th Ave,Portland,97222,45.4367981,-122.6445236,2,3,10018,11/2/2020,737000,862300,40899
6135 SE Eric St,Portland,97222,45.42487717,-122.6007843,3,4,10018,8/13/2020,500000,591600,40899
4906 SE Brookside Dr,Portland,97222,45.45811462,-122.612587,1,3,6969,11/7/2020,340000,397000,40899
11698 SE 31st Ave,Milwaukie,97222,45.43870163,-122.6304855,2,3,5662,3/1/2021,400000,437800,40899
9991 SE Helena St,Portland,97222,45.45032501,-122.5974808,3,5,6534,7/13/2020,428000,513400,40899
9311 SE 80th Ave,Milwaukie,97222,45.45541,-122.5815048,1,3,8276,5/28/2021,318000,329200,40899
9838 SE Hollywood Ave,Portland,97222,45.45178986,-122.6023407,2,2,23958,6/14/2021,440000,650300,40899
12650 SE Maplewood Ct,Portland,97222,45.43221283,-122.6200714,3,4,6969,12/14/2020,525000,601100,40899
12430 SE Alchar Dr,Portland,97222,45.43279648,-122.6322937,2,4,10018,1/29/2021,403300,450500,40899
9516 SE 74th Ave,Portland,97222,45.45346832,-122.5871887,1,3,6534,9/24/2020,325000,386600,40899
11466 SE Linwood Ave,Milwaukie,97222,45.44029617,-122.5989456,2,3,6969,5/7/2021,425000,445700,40899
4543 SE Logus Rd,Milwaukie,97222,45.45077133,-122.6161728,3,3,12632,1/27/2021,477000,533100,40899
3416 SE Kathryn Ct,Milwaukie,97222,45.46056747,-122.6274643,3,5,6969,6/9/2021,630000,647200,40899
12650 SE 27th Ave,Milwaukie,97222,45.43149948,-122.6356812,2,3,5662,11/13/2020,359900,418800,40899
8010 SE Otty St,Portland,97222,45.45145798,-122.5809326,1,2,20303,12/7/2020,400000,460100,40899
9650 SE 75th Ave,Portland,97222,45.45252609,-122.586174,1,3,5662,6/3/2021,369900,407100,40899
9508 SE 77th Ave,Milwaukie,97222,45.45401382,-122.5841217,1,2,4791,3/1/2021,315000,360800,40899
12305 SE 69th Ct,Portland,97222,45.43405533,-122.5923157,2,4,6534,6/20/2021,475500,477400,40899
2024 SE Eagle St,Portland,97222,45.43823624,-122.6423645,3,4,4791,4/12/2021,750000,799400,40899
6710 SE May St,Milwaukie,97222,45.45471954,-122.5936584,1,2,4791,5/21/2021,365000,379500,40899
11407 SE 60th Ave,Portland,97222,45.44072342,-122.6010056,2,3,7405,4/14/2021,430000,457700,40899
6416 SE Jack Rd,Portland,97222,45.44539642,-122.5967255,2,3,17859,7/16/2020,397000,588300,40899
11830 SE Beckman Ave,Portland,97222,45.43771362,-122.6065063,3,4,9147,11/19/2020,502000,582100,40899
11598 SE 59th Ave,Portland,97222,45.43965149,-122.6015167,2,4,7840,10/30/2020,450000,527200,40899
5806 SE Cedar St,Milwaukie,97222,45.45371246,-122.60392,1,1,9999,3/4/2021,306000,386200,40899
5214 SE Park St,Milwaukie,97222,45.44087982,-122.6097565,3,4,11325,2/18/2021,553000,609700,40899
4435 SE Roswell St,Milwaukie,97222,45.4590683,-122.6169128,1,4,10018,11/24/2020,412000,476600,40899
12208 SE 22nd Ave,Milwaukie,97222,45.43526077,-122.6405029,3,5,10000,6/20/2021,1100000,1121600,40899
5236 SE Rainbow Ln,Portland,97222,45.45624542,-122.6092682,3,3,6969,7/22/2020,435000,518600,40899
4915 SE Fieldcrest Dr,Portland,97222,45.45508957,-122.61306,2,3,6969,6/28/2021,375000,517900,40899
4313 SE Franklin St,Milwaukie,97222,45.44184875,-122.6177597,1,2,6534,11/24/2020,341000,394500,40899
12322 SE 20th Ave,Portland,97222,45.43395233,-122.6427536,3,4,4791,5/12/2021,485000,507100,40899
10615 SE 66th Ave,Milwaukie,97222,45.44539261,-122.5955582,2,3,17859,9/24/2020,452000,537600,40899
6920 SE Lamphier St,Milwaukie,97222,45.453022,-122.5912018,3,4,3484,5/18/2021,510000,531200,40899
3315 SE Mary Ct,Milwaukie,97222,45.46029282,-122.6283035,3,2,7405,4/29/2021,650000,644700,40899
12302 SE 70th Ave,Portland,97222,45.43437958,-122.5907745,3,4,6969,2/26/2021,485000,529100,40899
11059 SE Penzance St,Portland,97222,45.44413376,-122.6319504,2,2,5227,4/29/2021,420000,442400,40899
6323 SE Needham St,Milwaukie,97222,45.45135498,-122.5982285,2,3,10890,11/13/2020,355800,414000,40899
5126 SE Brookside Dr,Milwaukie,97222,45.45751572,-122.6103439,1,3,6969,5/3/2021,417000,438400,40899
13921 SE Beech St,Milwaukie,97222,45.42208481,-122.6251984,2,3,9583,4/29/2021,515000,542500,40899
10966 SE 64th Ave,Milwaukie,97222,45.44353867,-122.5969086,3,5,7840,1/27/2021,497000,555700,40899
12415 SE 65th Ct,Milwaukie,97222,45.43320847,-122.596344,2,4,8276,12/16/2020,409950,469100,40899
7277 SE Thompson Rd,Milwaukie,97222,45.44361877,-122.5884933,3,3,6969,8/18/2020,430000,508000,40899
12075 SE Beckman Ave,Milwaukie,97222,45.43616867,-122.6074066,2,3,6098,12/16/2020,386000,484800,40899
3912 SE Olsen St,Portland,97222,45.45466614,-122.6226425,1,2,4356,5/24/2021,366000,379600,40899
4046 SE Llewellyn St,Portland,97222,45.44712448,-122.6210632,1,3,7405,2/26/2021,426000,467200,40899
4724 SE Mason Hill Dr,Portland,97222,45.45681381,-122.6140823,2,3,7644,11/2/2020,275000,458700,40899
13115 SE Pennywood Ct,Portland,97222,45.42860031,-122.6188736,3,3,7405,12/16/2020,505000,608700,40899
12381 SE Guilford Dr,Milwaukie,97222,45.4340477,-122.6292496,2,2,15245,11/13/2020,496000,577200,40899
11149 SE Home Ave,Milwaukie,97222,45.44233322,-122.612587,3,3,13068,12/16/2020,529000,605100,40899
9411 SE Wichita Ave,Milwaukie,97222,45.45547867,-122.6012268,2,3,43560,11/13/2020,500000,581800,40899
13404 SE River Rd,Milwaukie,97222,45.4260025,-122.6450195,1,3,13503,11/10/2020,372500,434100,40899
6377 SE Montgomery Dr,Milwaukie,97222,45.44240952,-122.5975113,2,3,6969,12/29/2020,430000,488700,40899
4955 SE Casa Del Rey Dr,Portland,97222,45.42869949,-122.6111908,3,5,6969,8/18/2020,502380,593600,40899
4496 SE Chelsea St,Portland,97222,45.42818451,-122.6164551,1,3,8712,9/24/2020,387500,461100,40899
4362 SE Jobes Ct,Portland,97222,45.43003845,-122.6202393,2,4,13939,10/30/2020,467500,547700,40899
7511 SE Harmony Rd,Milwaukie,97222,45.43279648,-122.5868301,1,3,7405,8/7/2020,340000,403300,40899
5666 SE Waymire St,Portland,97222,45.43989182,-122.6048965,2,3,10018,9/24/2020,449000,534300,40899
9029 SE 29th Ave,Milwaukie,97222,45.45720291,-122.6330185,2,3,6969,11/24/2020,425000,491600,40899
10122 SE Hollywood Ave,Portland,97222,45.44861984,-122.6023102,2,3,7405,1/7/2021,499000,564400,40899
5808 SE Hill St,Portland,97222,45.45179367,-122.6040421,1,3,8712,6/15/2021,408000,417600,40899
6615 SE Madrona Dr,Portland,97222,45.43264008,-122.5949402,1,3,6969,9/1/2020,339900,399400,40899
4426 SE Fieldcrest Dr,Portland,97222,45.45473099,-122.6167068,2,4,6969,4/14/2021,510000,542500,40899
3360 SE Aldercrest Rd,Milwaukie,97222,45.43083954,-122.6288376,2,4,15245,12/4/2020,486000,583300,40899
11500 SE Stanley Ave,Portland,97222,45.43974304,-122.603157,1,3,13068,10/7/2020,400000,552100,40899
9607 SE 38th Ave,Milwaukie,97222,45.45362091,-122.6237946,2,3,7840,1/29/2021,489000,546200,40899
5066 SE Casa Del Rey Dr,Portland,97222,45.42952728,-122.6100845,2,3,7405,8/5/2020,450000,534200,40899
11258 SE 31st Ave,Portland,97222,45.44153214,-122.630661,2,3,4791,5/26/2021,567000,587300,40899
6718 SE Overland St,Portland,97222,45.45406342,-122.5938568,1,3,4791,10/7/2020,270000,366900,40899
2319 SE Birk St,Portland,97222,45.43528366,-122.6390305,1,3,6730,7/15/2021,100000,491800,40899
4325 SE King Rd,Portland,97222,45.44825363,-122.6177597,1,3,9147,11/15/2020,355000,414700,40899
9667 SE 32nd Ave,Portland,97222,45.45338058,-122.630127,2,3,5227,3/12/2021,325000,474300,40899
3118 SE Courtney Ave,Portland,97222,45.42234039,-122.6304703,2,3,11761,9/1/2020,440000,517200,40899
13521 SE Oatfield Rd,Portland,97222,45.42486572,-122.6314087,2,4,7405,9/1/2020,390000,458500,40899
4011 SE Asti Ct,Portland,97222,45.43030167,-122.6232452,3,4,7405,9/1/2020,488000,573700,40899
13308 SE Briggs St,Portland,97222,45.42642212,-122.6278076,2,3,15681,7/5/2020,440000,529600,40899
5024 SE Llewellyn St,Milwaukie,97222,45.44705963,-122.6109695,3,5,5227,12/2/2020,549000,632500,40899
14001 SE Beech St,Milwaukie,97222,45.42184067,-122.6252823,3,3,9583,11/15/2020,450000,522900,40899
3902 SE Wake St,Milwaukie,97222,45.45663834,-122.622551,2,3,8712,9/24/2020,487420,579700,40899
11635 SE 31st Ave,Portland,97222,45.43932343,-122.6311569,2,4,4791,9/24/2020,500000,594700,40899
9226 SE Regents Dr,Milwaukie,97222,45.45495224,-122.6111145,1,3,8276,6/20/2021,425000,433400,40899
5820 SE Cedar St,Portland,97222,45.45371246,-122.6035233,1,2,10018,4/18/2021,342500,363400,40899
6511 SE Needham St,Milwaukie,97222,45.45134354,-122.5959854,1,3,13068,11/19/2020,363000,421000,40899
3203 SE Loeffelman Rd,Portland,97222,45.4256897,-122.6302872,2,3,10018,6/20/2021,452900,461800,40899
2709 SE Boyd St,Portland,97222,45.45806122,-122.6353531,2,4,18730,8/10/2020,399000,483000,40899
3118 SE Roswell St,Portland,97222,45.4585762,-122.6302567,2,2,4791,7/22/2020,403500,481200,40899
4073 SE Aldercrest Rd,Milwaukie,97222,45.42672348,-122.6204834,3,4,19166,6/22/2021,560000,728600,40899
11622 SE 31st Ave,Milwaukie,97222,45.43917847,-122.6305847,2,2,4791,12/4/2020,350000,403000,40899
3929 SE Adams St,Milwaukie,97222,45.44324875,-122.6224747,2,4,6098,11/19/2020,421500,488800,40899
11353 SE Wood Ave,Milwaukie,97222,45.44081497,-122.6090088,3,4,10018,12/2/2020,440000,507000,40899
12704 SE 25th Ave,Milwaukie,97222,45.43086243,-122.6377563,1,2,5000,2/26/2021,315672,346200,40899
4666 SE Ada Ln,Portland,97222,45.44329453,-122.6145096,1,3,7405,10/15/2020,350000,412700,40899
9717 SE 74th Ave,Portland,97222,45.45211792,-122.5877151,2,3,6098,11/15/2020,355000,412500,40899
4880 SE Jackson St,Portland,97222,45.44565964,-122.6127701,1,3,7500,10/25/2020,321000,376700,40899
4789 SE Jackson St,Portland,97222,45.44610596,-122.6135483,1,3,7405,9/29/2020,360000,427300,40899
2237 SE Wren St,Milwaukie,97222,45.43569183,-122.6405869,4,5,4791,7/16/2020,585000,701100,40899
11377 SE 56th Ave,Portland,97222,45.44072342,-122.6061249,2,3,7840,7/14/2020,399900,479400,40899
1318 SE Courtney Ave,Milwaukie,97222,45.42232513,-122.6485977,2,3,6098,2/26/2021,409595,449200,40899
11583 SE 45th Ave,Portland,97222,45.44004822,-122.6172028,2,3,7840,6/29/2021,480000,485300,40899
7440 SE Overland St,Milwaukie,97222,45.4540863,-122.5868988,3,3,5662,12/4/2020,434000,499800,40899
8001 SE Lamphier St,Milwaukie,97222,45.45337296,-122.5810165,2,4,5227,9/29/2020,408000,484500,40899
4915 SE Mullan St,Portland,97222,45.44948578,-122.6120224,2,3,6969,6/11/2021,535000,548900,40899
4251 SE Keil St,Milwaukie,97222,45.44116211,-122.6189499,3,4,4791,8/19/2020,525000,620100,40899
3738 SE Johnson Creek Blvd,Portland,97222,45.46043015,-122.623436,3,4,22215,4/23/2021,749900,717400,40899
10215 SE 41st Ct,Portland,97222,45.44894028,-122.6213226,1,3,7657,4/6/2021,308000,437600,40899
3908 SE Aldercrest Rd,Portland,97222,45.42733002,-122.6231155,2,3,26653,6/11/2021,231000,498200,40899
9807 SE 40th Ave,Portland,97222,45.45210266,-122.6224976,2,4,9544,6/1/2021,550000,567900,40899
4696 SE Brookside Dr,Portland,97222,45.45855713,-122.615654,1,3,8712,7/7/2021,390000,393600,40899
4901 SE Mintone Dr,Milwaukie,97222,45.43207169,-122.6129227,2,2,10018,6/1/2021,475000,490100,40899
13800 SE Briggs St,Milwaukie,97222,45.42334366,-122.6279373,2,3,10018,10/2/2020,471600,559300,40899
10910 SE 55th Ave,Portland,97222,45.44406891,-122.6060257,2,3,10454,5/12/2021,516000,539500,40899
8722 SE 40th Ave,Portland,97222,45.46004868,-122.6217575,1,2,11663,3/18/2021,280000,303000,40899
4809 SE Monroe St,Milwaukie,97222,45.44539261,-122.6133423,3,3,6534,4/26/2021,500000,528100,40899
10712 SE Stanley Ave,Milwaukie,97222,45.44539642,-122.6032639,2,3,17859,2/26/2021,453200,497000,40899
4716 SE Adams St,Portland,97222,45.44195557,-122.6136932,2,3,7405,4/26/2021,475000,501700,40899
13033 SE Massimo Ct,Milwaukie,97222,45.4284935,-122.6319351,3,3,6098,6/1/2021,575000,593300,40899
9147 SE 29th Ave,Milwaukie,97222,45.45630264,-122.6331024,3,4,7405,7/16/2020,609000,729600,40899
2400 SE Lindenbrook Ct,Portland,97222,45.42459106,-122.6389542,3,5,10018,9/18/2020,540000,644100,40899
2470 SE Lindenbrook Ct,Milwaukie,97222,45.42461014,-122.6384048,3,3,10018,7/7/2021,553000,558100,40899
9315 SE Winsor Dr,Portland,97222,45.45592499,-122.6090317,2,3,7136,7/6/2021,420000,423600,40899
2335 SE Harrison St,Milwaukie,97222,45.4466362,-122.6383972,3,4,7405,4/14/2021,623000,662700,40899
11507 SE Beckman Ave,Portland,97222,45.43998337,-122.6073151,1,2,7840,5/12/2021,391000,408800,40899
13965 SE Rusk Rd,Milwaukie,97222,45.42199707,-122.6042252,3,4,10890,4/28/2021,600000,731600,40899
7005 SE Lamphier St,Milwaukie,97222,45.45379257,-122.5906067,1,2,8276,4/1/2021,375000,402600,40899
5105 SE Monroe St,Portland,97222,45.44532776,-122.6107101,1,3,7405,9/29/2020,390000,462900,40899
5183 SE Mason Ln,Portland,97222,45.45605469,-122.6095657,2,3,6969,4/23/2021,450000,478300,40899
9905 SE 51st Ave,Milwaukie,97222,45.45103455,-122.6104813,3,3,8712,4/8/2021,535000,571700,40899
11009 SE Home Ave,Portland,97222,45.44353485,-122.6122284,2,3,12196,8/13/2020,440000,520800,40899
10212 SE 51st Ave,Portland,97222,45.44904709,-122.6103516,3,4,8485,2/10/2021,447000,556500,40899
4331 SE Bowman St,Portland,97222,45.42795944,-122.6179886,2,4,8517,8/19/2020,365000,424700,40899
11926 SE 28th Ave,Portland,97222,45.43688965,-122.6347961,3,4,6700,5/23/2021,481800,500000,40899
4915 SE Lake Rd,Portland,97222,45.43135071,-122.6120148,2,2,17121,5/24/2021,448000,464600,40899
6911 SE Pierce St,Portland,97222,45.4527359,-122.5916214,1,2,4791,3/9/2021,321500,349900,40899
9171 SE Mason Hill Dr,Milwaukie,97222,45.45662308,-122.6134644,3,3,7405,3/23/2021,475000,512800,40899
3007 SE Malcolm St,Portland,97222,45.45651627,-122.6316299,1,3,17424,6/22/2021,430000,438200,40899
8804 SE 31st Ave,Portland,97222,45.45935059,-122.6306152,1,2,4791,4/1/2021,420000,450600,40899
10477 SE 53rd Pl,Portland,97222,45.44738007,-122.6082153,3,3,9583,11/15/2020,450000,522900,40899
13111 SE Nixon Ave,Portland,97222,45.42808914,-122.6271515,1,2,10018,5/23/2021,210000,374200,40899
5764 SE Lloyd St,Portland,97222,45.43904114,-122.6040649,2,3,6969,6/11/2021,464000,476100,40899
7820 SE Overland St,Portland,97222,45.45414734,-122.5828018,1,3,4791,5/28/2021,339000,350900,40899
3222 SE Roswell St,Portland,97222,45.45830154,-122.6297302,3,3,6098,8/21/2020,460000,554700,40899
12333 SE Oatfield Rd,Portland,97222,45.43447113,-122.6305771,3,4,15245,6/3/2021,665000,685300,40899
9720 SE 74th Ave,Portland,97222,45.45225143,-122.5871735,1,3,5498,8/5/2020,200000,237400,40899
6407 SE Jack Rd,Portland,97222,45.44602203,-122.5971146,1,3,17800,4/14/2021,305000,324400,40899
2835 SE Van Water St,Portland,97222,45.4607811,-122.6335373,2,2,4864,10/16/2020,449900,530300,40899
7630 SE King Rd,Portland,97222,45.44680023,-122.5848312,1,3,7405,4/26/2021,417000,440100,40899
5878 SE Hill St,Portland,97222,45.45173645,-122.6034851,3,3,6098,3/18/2021,487579,528000,40899
3800 SE Filbert St,Portland,97222,45.45565414,-122.6238403,1,2,13068,8/24/2020,385000,463700,40899
6596 SE Furnberg St,Portland,97222,45.43690491,-122.5955429,2,3,11325,7/6/2021,439605,444200,40899
10442 SE 51st Ave,Milwaukie,97222,45.44697571,-122.6102295,3,4,5662,10/2/2020,544900,646200,40899
4905 SE Mintone Dr,Portland,97222,45.43146133,-122.6128845,2,3,10890,6/23/2021,515000,524100,40899
2832 SE Sherrett St,Portland,97222,45.46105576,-122.6339417,1,3,4999,1/5/2021,270000,305500,40899
2714 SE Boyd St,Milwaukie,97222,45.45695877,-122.634903,2,3,7405,4/1/2021,431000,462700,40899
5733 SE Waymire St,Portland,97222,45.44039917,-122.6044235,1,3,12196,12/18/2020,415000,474400,40899
13312 SE Wabash Ave,Milwaukie,97222,45.42679214,-122.6427612,1,3,11325,1/5/2021,352000,398300,40899
10708 SE 59th Ave,Milwaukie,97222,45.4454155,-122.6011734,2,3,16117,7/12/2021,435000,436900,40899
2316 SE Courtney Ave,Portland,97222,45.42219162,-122.6384506,1,2,52322,8/30/2020,350000,588600,40899
9874 SE Linwood Ave,Portland,97222,45.45149994,-122.5986633,1,3,9147,8/30/2020,337630,397000,40899
12027 SE Sequoia Ave,Portland,97222,45.4358902,-122.5930176,3,3,6534,4/23/2021,437000,462400,40899
2021 SE Sparrow St,Milwaukie,97222,45.43479538,-122.6423416,3,3,14810,4/1/2021,785000,842100,40899
