abbreviatedAddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotSize,daysOnZillow,Date_sold,price,zestimate,rentZestimate,propertyTaxRate,taxAssessedValue,taxAssessedYear
9720 SE 74th Ave,Portland,97222,45.45225143,-122.5871735,1,3,5498,333,8/5/2020,200000,237400,1995,1.08,306243,2020
1137 SE Highfield Ave,Hillsboro,97123,45.50886536,-122.9726715,3,3,2613,349,8/5/2020,394500,463100,2199,1.13,347140,2019
12225 SE Juniper Ave,Portland,97222,45.43423462,-122.5986404,1,3,8276,332,8/5/2020,365000,433100,2095,1.08,333186,2020
11124 SW 47th Ave,Portland,97219,45.44494629,-122.7247925,2,3,5000,356,8/5/2020,370000,424200,2295,1.12,355750,2020
10320 NE 6th Dr,Portland,97211,45.59783936,-122.6601944,2,2,14374,356,8/5/2020,280000,321000,2149,1.12,432620,2020
11127 SE Home Ave,Portland,97222,45.44259644,-122.6123276,2,3,11093,332,8/5/2020,399000,473500,2394,1.08,361338,2020
9964 SE 43rd Ave,Portland,97222,45.45074463,-122.6181412,2,3,19602,332,8/5/2020,416000,493600,2450,1.08,520683,2020
269 SE 40th Ave,Hillsboro,97123,45.51865387,-122.941185,3,3,6098,350,8/5/2020,455000,534200,2295,1.13,369260,2019
17126 NW Blacktail Dr,Portland,97229,45.5574913,-122.8551636,3,4,6969,355,8/5/2020,575000,680400,2974,1.13,483400,2019
23737 SW Scholls Ferry Rd,Hillsboro,97123,45.41052628,-122.9226456,1,3,22651,349,8/5/2020,424000,497700,2600,1.13,335410,2019
1130 NE 11th Dr,Hillsboro,97124,45.52252579,-122.9711151,2,3,10018,349,8/5/2020,400000,469500,2197,1.13,298640,2019
1111 7th St,Oregon City,97045,45.35406113,-122.6001511,1,2,3484,356,8/4/2020,310000,376100,1727,1.08,196589,2020
1321 Division St,Oregon City,97045,45.35535812,-122.5886993,1,2,8712,356,8/4/2020,235000,285100,1639,1.08,191562,2020
16745 SW Timberland Dr,Beaverton,97007,45.4706955,-122.8490067,3,4,6969,349,8/4/2020,480000,563800,2495,1.13,405050,2019
6507 SE 17th Ave,Portland,97202,45.47612762,-122.6483154,1,2,5000,358,8/4/2020,85000,669700,2251,1.12,591910,2020
5026 Woodwinds Ct,West Linn,97068,45.36675644,-122.6279984,3,3,10890,356,8/4/2020,442500,536800,3302,1.08,528992,2020
14318 S Hawthorne Ct,Oregon City,97045,45.29026794,-122.5724106,2,4,21780,356,8/4/2020,499250,605700,2749,1.08,395933,2020
5731 NE 7th Ave,Portland,97211,45.56446838,-122.6589661,4,3,2178,356,8/4/2020,549900,628600,2981,1.12,499280,2020
3067 Roxbury Dr,West Linn,97068,45.36536407,-122.6397171,3,4,6969,356,8/4/2020,755000,915900,3938,1.08,849209,2020
342 N 1st Ave,Hillsboro,97124,45.52585983,-122.9892807,2,4,11325,351,8/4/2020,568300,667500,1878,1.13,424430,2019
2693 NE 3rd Ct,Hillsboro,97124,45.54549026,-122.9893341,2,3,6969,351,8/4/2020,400000,475200,2070,1.13,357330,2019
7016 N Haight Ave,Portland,97217,45.57361221,-122.6694565,2,3,4791,356,8/4/2020,564000,644800,2795,1.12,500420,2020
9832 SE 73rd Ave,Milwaukie,97222,45.45106888,-122.5880814,2,3,10018,334,8/4/2020,385000,457200,1997,1.08,317729,2020
13445 SE King Rd,Happy Valley,97086,45.44723511,-122.5253372,2,3,32670,356,8/4/2020,433100,525400,2526,1.08,414141,2020
17721 Overlook Cir,Lake Oswego,97034,45.39806747,-122.7057877,3,3,10890,356,8/4/2020,637000,772800,3820,1.08,693871,2020
2793 SE Nicklaus Ct,Hillsboro,97123,45.49961472,-122.9113083,3,3,871,351,8/4/2020,314000,360700,2034,1.13,280110,2019
14680 SW 6th St,Beaverton,97007,45.48159027,-122.8280792,3,3,3484,349,8/4/2020,389900,456900,2495,1.13,376320,2019
11512 SW Vacuna Ct,Portland,97219,45.44213867,-122.7003479,3,4,7840,356,8/4/2020,599900,685800,2996,1.12,488530,2020
7434 SW 49th Ct,Portland,97219,45.47148514,-122.726387,3,4,14374,353,8/4/2020,810000,914700,3699,1.12,628660,2020
2336 SE Robin Ln,Gresham,97080,45.48065186,-122.4018478,3,3,4791,352,8/4/2020,375000,423600,2281,1.12,351090,2020
12717 SW Peachvale St,Tigard,97224,45.40279388,-122.8083878,2,2,5662,349,8/4/2020,469900,551900,2428,1.13,448700,2019
3275 SE Rockwood St,Portland,97222,45.45396423,-122.6290817,1,2,5662,356,8/4/2020,339000,411300,1821,1.08,234555,2020
8930 SE 39th Ave,Portland,97222,45.45798492,-122.6222458,1,3,13886,356,8/4/2020,366300,444400,2513,1.08,338884,2020
16988 SE Huckleberry St,Happy Valley,97086,45.44969559,-122.4886169,3,3,3920,356,8/4/2020,480000,597700,3294,1.08,479634,2020
5127 Firwood Dr,West Linn,97068,45.3687973,-122.6263809,4,4,12196,356,8/4/2020,560000,679600,3025,1.08,478774,2020
814 Lake Shore Rd,Lake Oswego,97034,45.41302109,-122.6721802,3,3,16552,356,8/4/2020,1241500,1506200,6038,1.08,865748,2020
2943 SE Brookwood Ave,Hillsboro,97123,45.49853134,-122.9312897,3,3,6098,351,8/4/2020,390000,458100,2073,1.13,361540,2019
12286 SE Mountain Ridge Ave,Happy Valley,97086,45.43364334,-122.5229645,4,4,34412,356,8/4/2020,699900,849100,3399,1.08,735708,2020
15668 SE Chelsea Morning Dr,Happy Valley,97086,45.43266678,-122.5022202,5,4,7840,356,8/4/2020,870000,1055500,4830,1.08,956861,2020
14634 SE Natalya St,Happy Valley,97086,45.43074036,-122.5133896,4,5,6098,356,8/4/2020,520000,630800,3313,1.08,487436,2020
14155 SW Elsinore Ln,Hillsboro,97123,45.41849518,-123.0343781,4,4,222155,351,8/4/2020,938000,1103900,4500,1.13,800900,2019
4297 SE Lone Oak St,Hillsboro,97123,45.49699402,-122.9381485,3,3,3049,351,8/4/2020,472500,556100,2459,1.13,105240,2019
14220 SE Lyon St,Happy Valley,97086,45.42947769,-122.5170593,3,3,9147,357,8/2/2020,688500,915700,3820,1.08,835040,2020
6446 NE 36th Ave,Portland,97211,45.56972885,-122.6262665,3,4,5227,354,8/2/2020,765000,865700,3511,1.12,923590,2020
7375 SW 172nd Ave,Beaverton,97007,45.46674347,-122.8541641,2,3,6098,350,8/2/2020,370000,434700,2282,1.13,344430,2019
1012 NE Evergreen Rd,Hillsboro,97124,45.5496788,-122.9729233,3,4,37026,352,8/2/2020,665000,666900,2875,1.13,451700,2019
12942 SE La Cresta Dr,Portland,97222,45.42930984,-122.6074448,2,3,6098,335,8/2/2020,445000,528600,2400,1.08,455115,2020
1550 SE 73rd Ave,Hillsboro,97123,45.50821304,-122.9064484,3,3,9583,352,8/2/2020,485000,569800,2327,1.13,367950,2019
958 NW 1st Pl,Hillsboro,97124,45.53157043,-122.9901657,2,3,6098,352,8/2/2020,417900,491000,2065,1.13,342560,2019
7628 SW 51st Pl,Portland,97219,45.46899033,-122.730217,3,4,7840,357,8/2/2020,600000,686100,3295,1.12,534050,2020
5482 SE Brookside St,Hillsboro,97123,45.51557159,-122.9266434,4,3,7405,352,8/2/2020,574900,675400,2600,1.13,547250,2019
637 SE Saint Andrews Dr,Portland,97202,45.4559288,-122.6490097,3,3,19602,354,8/2/2020,1189900,1434200,5789,1.08,1010954,2020
6523 N Fenwick Ave,Portland,97217,45.57038879,-122.6856003,2,4,4791,357,8/2/2020,500000,571800,2565,1.12,470220,2020
1626 N Humboldt St,Portland,97217,45.55817032,-122.6840515,1,2,5227,357,8/2/2020,525000,600300,1950,1.12,438810,2020
1767 NE 60th Pl,Hillsboro,97124,45.5373497,-122.9198914,2,3,6969,352,8/2/2020,494000,584800,2300,1.13,479200,2019
3380 NW South Rd,Portland,97229,45.54410553,-122.793457,3,4,7405,354,8/2/2020,805000,945800,3911,1.13,704410,2019
9440 NW Lightning Ridge Dr,Portland,97229,45.55468369,-122.773674,7,5,428194,354,8/2/2020,1800000,2033200,8224,1.12,2128220,2020
1144 SE Rex St,Portland,97202,45.46981049,-122.6539841,3,4,4791,354,8/2/2020,845000,954500,3860,1.12,788620,2020
15327 SW Roundtree Dr,Portland,97223,45.42625046,-122.8347092,3,4,5662,350,8/2/2020,405000,584100,2849,1.13,435890,2019
12644 Ross St,Oregon City,97045,45.32447815,-122.6082153,3,4,3750,357,8/2/2020,430000,521800,2524,1.08,385631,2020
12643 SW Falcon Rise Dr,Tigard,97223,45.43486023,-122.8068695,3,4,6969,350,8/2/2020,529900,622600,2849,1.13,504080,2019
5112 SW Robert Ct,Portland,97219,45.46209335,-122.7296371,2,3,10018,357,8/2/2020,490000,560300,2732,1.12,501570,2020
14835 SW 103rd Ave,Tigard,97224,45.41279221,-122.783577,3,3,14810,350,8/2/2020,517000,607400,3273,1.13,493080,2019
6188 NW 165th Ter,Portland,97229,45.56391525,-122.8478394,4,4,9583,357,8/2/2020,585000,692600,2999,1.13,543630,2019
5689 NW Lark Meadow Ter,Portland,97229,45.56080627,-122.8540115,3,3,3484,357,8/2/2020,488000,577800,2694,1.13,481790,2019
18529 Aladdin Way,Oregon City,97045,45.33681488,-122.6110077,3,4,7405,357,8/2/2020,535000,649300,3310,1.08,500338,2020
4303 SE 48th Ave,Portland,97206,45.49181747,-122.61306,2,4,4791,357,8/2/2020,543000,620900,3195,1.12,508150,2020
3415 Crescent Dr,West Linn,97068,45.36040115,-122.6407013,3,5,10454,357,8/2/2020,789900,958600,4904,1.08,905377,2020
19166 Clairmont Way,Oregon City,97045,45.32885742,-122.600853,2,3,6969,357,8/2/2020,389900,473000,2697,1.08,322909,2020
925 SE 4th St,Gresham,97080,45.49509048,-122.4210892,2,4,10454,353,8/2/2020,385500,435400,2543,1.12,411280,2020
623 N Terry St,Portland,97217,45.58020782,-122.6729431,1,3,5000,332,8/2/2020,325000,524500,2300,1.12,386950,2020
2934 Carriage Way,West Linn,97068,45.37887955,-122.6465302,3,3,11325,357,8/2/2020,530000,643200,2598,1.08,444134,2020
6350 SE Genrosa St,Hillsboro,97123,45.4931488,-122.916153,3,3,3049,352,8/2/2020,424400,499600,2199,1.13,166420,2019
7900 SE 29th Ave,Portland,97202,45.46776962,-122.6331177,3,4,4791,357,7/30/2020,775000,876200,3497,1.12,797060,2020
1995 SW Birdsdale Pl,Gresham,97080,45.48230362,-122.4552765,3,4,8712,356,7/30/2020,409900,463400,2495,1.12,396380,2020
7932 NW Hawkins Blvd,Portland,97229,45.53343201,-122.7589722,3,5,10890,357,7/30/2020,890000,1006200,4069,1.12,742790,2020
3041 SW 16th Cir,Gresham,97080,45.48522186,-122.4629135,2,3,7464,356,7/30/2020,272000,307500,2100,1.12,304410,2020
6217 SE 43rd Ave,Portland,97206,45.47737503,-122.6188049,2,3,3920,360,7/30/2020,539000,616900,2734,1.12,437810,2020
16261 Barlow Dr,Oregon City,97045,45.37231445,-122.5563278,3,4,10454,360,7/30/2020,555000,674200,3291,1.08,600522,2020
1321 NW Frazier Ct,Portland,97229,45.53256226,-122.7632141,3,4,8276,357,7/30/2020,1000000,1130600,4573,1.12,842270,2020
1200 NW Greenleaf Rd,Portland,97229,45.53203583,-122.7527008,4,4,87555,357,7/30/2020,870000,983600,3978,1.12,801670,2020
16533 S Arrowhead Dr,Oregon City,97045,45.37919235,-122.526001,3,4,14810,360,7/30/2020,525000,637800,2773,1.08,423225,2020
2795 SW 24th St,Gresham,97080,45.47972488,-122.4605713,3,4,8276,356,7/30/2020,420000,474800,2495,1.12,330350,2020
4238 SE Evergreen St,Portland,97206,45.47306061,-122.6183624,2,3,4791,360,7/30/2020,599900,686600,2695,1.12,514560,2020
2749 SE 51st Ave,Portland,97206,45.50275803,-122.6103134,2,3,5662,360,7/30/2020,517000,591700,2627,1.12,500010,2020
1286 NE Morning Sun Dr,Hillsboro,97124,45.54018784,-122.969696,3,4,5227,356,7/30/2020,429000,504600,2350,1.13,379590,2019
4407 SE 46th Ave,Portland,97206,45.49112701,-122.6151581,2,4,4791,360,7/30/2020,630000,721000,2995,1.12,485910,2020
15626 S Wildflower Ln,Oregon City,97045,45.36283875,-122.544548,4,3,374180,360,7/30/2020,643000,781200,3173,1.08,828496,2020
14766 S Gerkman Rd,Oregon City,97045,45.37722015,-122.5569229,2,2,452152,360,7/30/2020,700000,850400,2500,1.08,752708,2020
5329 NW 131st Ave,Portland,97229,45.55787277,-122.8123474,3,5,5662,358,7/30/2020,852000,964100,4103,1.13,802670,2019
25695 Kimberly Dr,West Linn,97068,45.34111023,-122.6589737,4,4,8276,360,7/30/2020,800000,971900,3699,1.08,889392,2020
4345 SE 46th Ave,Portland,97206,45.49126434,-122.6151657,1,2,5000,360,7/30/2020,480650,550100,1995,1.12,465590,2020
12149 NW Hiller Ln,Portland,97229,45.55047607,-122.802002,3,5,4414,358,7/30/2020,800000,942900,3843,1.12,254740,2019
2104 SE Reedway St,Portland,97202,45.48146057,-122.6442413,3,3,4900,360,7/30/2020,615000,703900,3395,1.12,620090,2020
6611 NW 165th Ave,Portland,97229,45.56749344,-122.8477478,3,3,6534,358,7/30/2020,700000,823400,3362,1.13,672610,2019
5614-5616 NE 30th Ave,Portland,97211,45.56354141,-122.6346207,1,2,5000,360,7/30/2020,560000,640900,1900,1.12,441610,2020
5450 Summit St,West Linn,97068,45.37138748,-122.631691,3,3,12196,360,7/30/2020,629000,738300,3315,1.08,536754,2020
8065 SE 16th Ave,Portland,97202,45.46472931,-122.6493301,4,4,3920,357,7/30/2020,705000,797100,3427,1.12,676850,2020
937 SW Florence Ct,Gresham,97080,45.48973846,-122.443367,3,5,7405,357,7/30/2020,516000,583600,3364,1.12,462840,2020
16857 NW Vetter Dr,Portland,97229,45.56621552,-122.8507309,3,4,3484,360,7/30/2020,590000,699200,2864,1.13,536450,2019
15531 NW Energia St,Portland,97229,45.56108856,-122.8394394,3,4,6098,360,7/30/2020,594000,703900,3449,1.13,581310,2019
18025 Chickaree Dr,Oregon City,97045,45.34685516,-122.585495,3,3,8712,360,7/30/2020,455810,553700,2919,1.08,416397,2020
5626 N Montana Ave #A,Portland,97217,45.56380081,-122.6798706,2,4,4791,360,7/30/2020,571500,656900,2600,1.12,512950,2020
8746 SE Northern Heights Ct,Happy Valley,97086,45.4596405,-122.5124588,6,5,19166,360,7/30/2020,1160000,1409200,5649,1.08,1078850,2020
220 N Blandena St,Portland,97217,45.55661392,-122.6686172,1,2,3920,360,7/30/2020,509000,582600,2390,1.12,529250,2020
15586 SE Vivian Way,Happy Valley,97086,45.42721939,-122.5032806,3,3,2178,361,7/30/2020,355000,431400,2295,1.08,374107,2020
1849 Joseph Fields St,West Linn,97068,45.34695435,-122.6679993,3,4,4356,360,7/30/2020,645000,783600,2995,1.08,726199,2020
12219 SE Wagner St,Happy Valley,97086,45.43347168,-122.5350494,3,4,7405,338,7/30/2020,505000,600500,2650,1.08,465417,2020
20121 Candice Ln,Oregon City,97045,45.31425858,-122.5740509,3,4,10018,360,7/30/2020,545000,662100,3209,1.08,481302,2020
11812 White Ln,Oregon City,97045,45.31985474,-122.6233139,3,4,7840,360,7/30/2020,585000,710700,2495,1.08,595113,2020
19932 Capital Ct,Oregon City,97045,45.31757355,-122.5767365,3,3,3920,361,7/30/2020,359000,436300,2564,1.08,330167,2020
11402 SE Trustworthy Pl,Happy Valley,97086,45.44034958,-122.5082016,3,4,6969,361,7/30/2020,840984,1022000,3604,1.08,179990,2020
7184 N Vancouver Ave,Portland,97217,45.57493591,-122.6683044,3,3,1742,360,7/30/2020,525000,600900,2634,1.12,561470,2020
12549 SE 131st Ct,Happy Valley,97086,45.43167877,-122.529129,3,4,6969,361,7/30/2020,490000,643100,3383,1.08,499162,2020
7846 SE Oris Ln,Milwaukie,97222,45.44141769,-122.5827179,2,3,2639,360,7/30/2020,40000,409000,2600,1.08,305138,2020
2114 N Wygant St,Portland,97217,45.55739594,-122.6889801,2,3,7405,358,7/30/2020,720000,814300,2295,1.12,549530,2020
4333 NE 32nd Ave,Portland,97211,45.55486298,-122.6331024,3,5,4791,357,7/30/2020,810000,915800,3703,1.12,853060,2020
4806 NE 15th Ave,Portland,97211,45.55784225,-122.6494293,3,4,4791,358,7/30/2020,844000,954500,3860,1.12,625950,2020
2706 NE Ainsworth St,Portland,97211,45.5660553,-122.6379089,3,4,5662,357,7/30/2020,698000,789100,3814,1.12,631020,2020
5026 NE 29th Ave,Portland,97211,45.55947495,-122.6356125,4,5,4791,358,7/30/2020,905000,1023500,4139,1.12,938150,2020
16135 Hunter Ave,Oregon City,97045,45.37266541,-122.5757523,3,5,30800,360,7/30/2020,565000,686400,3750,1.08,689099,2020
5129 NE 25th Ave,Portland,97211,45.56007004,-122.6401978,1,2,3920,360,7/30/2020,535000,612300,2330,1.12,433320,2020
17017 SW Binddale Ct,Portland,97224,45.39683914,-122.7561722,2,3,9583,353,7/30/2020,570000,670300,2599,1.13,489850,2019
2296 NW 118th Ave,Portland,97229,45.53624725,-122.7977905,4,5,5227,357,7/30/2020,695000,818900,3338,1.13,638440,2019
2584 NW 108th Ter,Portland,97229,45.53824234,-122.7879257,3,5,6098,357,7/30/2020,750000,883700,3602,1.13,662710,2019
230 NW Orchard Dr,Portland,97229,45.52124786,-122.7861404,3,4,12196,358,7/30/2020,675000,794000,2847,1.13,560850,2019
3617 NW Bluegrass Pl,Portland,97229,45.5458107,-122.8228989,3,4,16117,358,7/30/2020,1100000,1293900,5351,1.13,961380,2019
15139 NW Aberdeen Dr,Portland,97229,45.5471611,-122.8317413,2,2,5662,358,7/30/2020,679900,799800,2699,1.13,673360,2019
14750 SW Village Ln,Beaverton,97007,45.47732544,-122.828476,3,3,6969,353,7/30/2020,505000,593900,2510,1.13,396670,2019
7515 SE 21st Ave,Portland,97202,45.47081757,-122.643692,2,3,4791,360,7/30/2020,611000,699300,2950,1.12,581400,2020
2722 SE Paloma Ter,Gresham,97080,45.4774437,-122.3919067,3,3,14374,356,7/30/2020,535000,604900,2620,1.12,460830,2020
2446 SE 77th Ave,Portland,97206,45.50465393,-122.5834122,2,3,5662,360,7/30/2020,517700,592500,2914,1.12,487810,2020
1778 Fern Pl,Lake Oswego,97034,45.40614319,-122.6797714,2,2,8276,360,7/30/2020,529500,643300,2064,1.08,425691,2020
3511 SW Dolph Ct,Portland,97219,45.46195221,-122.7131042,2,4,6969,361,7/30/2020,579500,663400,3096,1.12,508420,2020
7103 SE Mall St,Portland,97206,45.49118805,-122.5902557,1,1,4000,362,7/30/2020,301000,345700,1815,1.12,346880,2020
4817 SE 66th Ave,Portland,97206,45.48817825,-122.5951996,1,3,3920,362,7/30/2020,268000,307800,2134,1.12,320690,2020
7125 SE Lafayette St,Portland,97206,45.49651718,-122.5896759,3,4,3049,363,7/30/2020,369500,424500,2556,1.12,417170,2020
14260 Uplands Dr,Lake Oswego,97034,45.42243576,-122.6947098,3,4,14374,360,7/30/2020,1267000,1539200,6170,1.08,672097,2020
1010 Laurel St,Lake Oswego,97034,45.40722275,-122.6701736,3,3,8276,361,7/30/2020,800000,972200,3383,1.08,604030,2020
815 Oak St,Lake Oswego,97034,45.40840149,-122.6683426,4,4,10454,360,7/30/2020,1020000,1239200,4967,1.08,940527,2020
1575 Ivy Ct,Lake Oswego,97034,45.40419769,-122.6834946,3,4,10018,360,7/30/2020,645000,783600,3279,1.08,638175,2020
1455 Hallinan St,Lake Oswego,97034,45.40486526,-122.6656189,3,3,8393,360,7/30/2020,515000,625700,2333,1.08,385985,2020
18099 SW Green Bluff Dr,Lake Oswego,97034,45.39553452,-122.6583176,4,4,76665,360,7/30/2020,1650000,2004500,8036,1.08,1734949,2020
18657 S Terry Michael Dr,Oregon City,97045,45.33571243,-122.5145798,3,4,30056,360,7/30/2020,545000,662100,3173,1.08,550410,2020
5036 SE Bybee Blvd,Portland,97206,45.47237396,-122.6112061,1,2,4791,363,7/30/2020,235000,375200,1321,1.12,219330,2020
3438 SE Tolman St,Portland,97202,45.4768219,-122.6273956,2,4,4791,363,7/30/2020,300000,872400,3403,1.12,751090,2020
5407 SE 47th Ave,Portland,97206,45.48352814,-122.6147919,3,4,8276,362,7/30/2020,270000,1053200,4367,1.12,885320,2020
22040 SW Ribera Ln,West Linn,97068,45.36040115,-122.6870575,5,5,26571,360,7/30/2020,1650000,2004500,8036,1.08,1747335,2020
7783 NW Spirea St,Portland,97229,45.57583618,-122.8551788,3,3,1306,363,7/30/2020,349995,414900,2398,1.13,121800,2019
7777 NW Spirea St,Portland,97229,45.57585526,-122.8550339,3,3,1306,363,7/30/2020,349995,414900,2242,1.13,121800,2019
4634 SW Pomona St,Portland,97219,45.44515228,-122.7248917,1,3,4791,363,7/30/2020,350000,402100,2199,1.12,355870,2020
4625 N Montana Ave,Portland,97217,45.55656815,-122.6804123,1,3,5000,336,7/30/2020,180000,204100,2295,1.12,408750,2020
4541 NE 19th Ave,Portland,97211,45.55606461,-122.6461258,2,3,5000,335,7/30/2020,200000,588000,2195,1.12,460890,2020
3319 SW Primrose St,Portland,97219,45.45975113,-122.7110748,3,4,8276,361,7/30/2020,524000,599900,2534,1.12,452600,2020
17174 S Potter Rd,Oregon City,97045,45.35921478,-122.513916,3,3,45302,360,7/30/2020,552500,671200,2959,1.08,421990,2020
6231 SE 34th Ave,Portland,97202,45.47722626,-122.6285477,1,3,6969,360,7/30/2020,641290,734000,3052,1.12,646210,2020
10225 SW Redwing Ter,Beaverton,97007,45.44602203,-122.8448639,4,4,10454,353,7/30/2020,685000,805500,4081,1.13,708120,2019
7822 SE Henry St,Portland,97206,45.47666931,-122.5828094,1,3,4791,362,7/30/2020,290000,333000,2243,1.12,338820,2020
19600 NW Phillips Rd,Hillsboro,97124,45.58974457,-122.8793793,4,4,435600,355,7/30/2020,973900,1145300,4678,1.13,1439530,2019
7695 SW 184th Ave,Aloha,97007,45.46432877,-122.8662338,3,4,10018,353,7/30/2020,547000,643300,2734,1.13,427960,2019
16653 SW Jordan Way,Tigard,97224,45.39922333,-122.8105392,2,3,5662,353,7/30/2020,450000,529200,2500,1.13,466560,2019
15865 SW Queen Victoria Pl,King City,97224,45.40606308,-122.8030014,2,2,5227,354,7/30/2020,348000,475700,2145,1.13,351070,2019
12515 SW Prince Phillip Ct,King City,97224,45.40596771,-122.8056641,2,2,4356,354,7/30/2020,345000,405800,1996,1.13,310390,2019
10515 SW 161st Ct,Beaverton,97007,45.44377899,-122.8420181,3,4,8276,354,7/30/2020,585000,688100,2878,1.13,584560,2019
17397 SW 133rd Ter,King City,97224,45.39456177,-122.8141861,3,5,5227,354,7/30/2020,535000,629300,2999,1.13,499720,2019
17188 SW 136th Ave,King City,97224,45.3956604,-122.816124,3,4,3484,354,7/30/2020,475000,558700,2694,1.13,447460,2019
20352 SW Octavia Ln,Beaverton,97007,45.46308517,-122.8858185,3,4,4791,354,7/30/2020,585000,685800,3359,1.13,531860,2019
15527 SW Feldspar Way,Beaverton,97007,45.45275497,-122.8370667,3,2,1742,354,7/30/2020,290000,341100,1950,1.13,263410,2019
1069 Timberline Dr,Lake Oswego,97034,45.43012238,-122.6877823,3,4,20037,360,7/30/2020,725000,880800,3691,1.08,689421,2020
1098 Chandler Rd,Lake Oswego,97034,45.41986084,-122.6779709,4,4,20473,360,7/30/2020,1950000,2369000,9497,1.08,1574582,2020
163 Iron Mountain Blvd,Lake Oswego,97034,45.41729355,-122.6813049,4,4,14810,361,7/30/2020,1500000,1822900,7307,1.08,1137586,2020
4669 SE Bentley St,Hillsboro,97123,45.51256943,-122.9353485,4,4,6969,355,7/30/2020,545000,642200,2766,1.13,520070,2019
6792 SE Mahogany St,Hillsboro,97123,45.49440384,-122.9117737,3,4,4356,355,7/30/2020,633765,786500,3314,1.13,61700,2019
3392 SE 68th Ave,Hillsboro,97123,45.49538422,-122.9113922,3,3,3920,356,7/30/2020,592469,698300,3294,1.13,61700,2019
6390 SE Genrosa St,Hillsboro,97123,45.49305725,-122.9159393,3,3,3484,356,7/30/2020,425900,502000,2199,1.13,175180,2019
15405 SW Bobwhite Cir,Beaverton,97007,45.43747711,-122.8358612,3,4,15681,353,7/30/2020,625000,735000,2995,1.13,557030,2019
4838 SE Northwood Way,Hillsboro,97123,45.49503326,-122.9327698,4,4,1742,355,7/30/2020,317000,412900,2000,1.13,313440,2019
1414 NE Going St,Portland,97211,45.55618668,-122.651329,1,1,3750,335,7/30/2020,345000,391100,1455,1.12,346930,2020
1105 NE Webster St,Portland,97211,45.56019592,-122.6543961,1,2,3910,335,7/30/2020,362600,411000,2200,1.12,452940,2020
20145 S Henrici Rd,Oregon City,97045,45.31433487,-122.5156631,2,3,19166,360,7/30/2020,439000,533300,2327,1.08,383300,2020
10464 SE Charlotte Dr,Happy Valley,97086,45.44329071,-122.5560608,4,5,13939,360,7/30/2020,595000,722800,2753,1.08,551760,2020
4494 SE Chelsea Ln,Hillsboro,97123,45.51938629,-122.9368744,3,3,2178,355,7/30/2020,339900,399700,1995,1.13,302770,2019
10615 SW 40th Ave,Portland,97219,45.44910049,-122.7182693,3,4,8712,358,7/30/2020,865000,978200,3778,1.12,790870,2020
7205 N Washburne Ave,Portland,97217,45.57530212,-122.7061539,4,3,4791,357,7/30/2020,708000,800400,3436,1.12,594900,2020
2471 NE Hyde St,Hillsboro,97124,45.52613068,-122.9573975,2,3,3920,356,7/30/2020,418000,491700,2446,1.13,355780,2019
2109 SE 16th St,Gresham,97080,45.48555756,-122.4106979,3,3,2613,357,7/30/2020,309025,349500,2119,1.12,116000,2020
2135 SE 16th St,Gresham,97080,45.48555756,-122.4105225,3,3,1742,357,7/30/2020,278135,314500,1931,1.12,108750,2020
2121 SE 16th St,Gresham,97080,45.48555756,-122.4106064,3,3,1742,356,7/30/2020,287995,325600,1931,1.12,108750,2020
2545 Snowberry Ridge Ct #2545,West Linn,97068,45.35313416,-122.6574478,1,1,156,361,7/30/2020,219000,266100,1440,1.08,192130,2020
1505 SE Liberty Ave,Gresham,97080,45.4861145,-122.4184341,2,2,9583,356,7/30/2020,328000,370800,1915,1.12,333780,2020
9332 SE Dundee Dr,Happy Valley,97086,45.45323563,-122.5658112,4,5,12196,360,7/30/2020,675000,820000,4904,1.08,695139,2020
1345 NW 7th Ave,Hillsboro,97124,45.53466415,-122.9969101,3,4,3920,355,7/30/2020,423000,497400,2400,1.13,362840,2019
11700 SE Clover Ln,Happy Valley,97086,45.45143127,-122.5434875,5,4,40946,361,7/30/2020,1221250,1484100,5949,1.08,730381,2020
19885 Bellevue Way,West Linn,97068,45.37804794,-122.6498413,4,4,12196,360,7/30/2020,945000,1148000,4602,1.08,1111422,2020
1394 Skye Ct,West Linn,97068,45.39270401,-122.6592331,3,4,11761,360,7/30/2020,640000,777500,3341,1.08,535655,2020
3925 SE Lexington St,Portland,97202,45.46659088,-122.6218796,2,3,9147,361,7/30/2020,649000,743000,2228,1.12,714960,2020
6223 SE 48th Ave,Portland,97206,45.47729492,-122.613739,2,3,5000,361,7/30/2020,525000,601100,2781,1.12,461870,2020
618 SW 7th St,Gresham,97080,45.4930954,-122.4384842,2,3,8712,356,7/30/2020,409000,462400,1999,1.12,344260,2020
1335 SE Yukon St,Portland,97202,45.47952271,-122.6519547,2,3,4791,361,7/30/2020,587000,876400,3308,1.12,649150,2020
3943 SE Cooper St,Portland,97202,45.4741478,-122.6214294,3,4,8712,358,7/30/2020,875000,989600,4002,1.12,703830,2020
3738 SE 62nd Ave,Portland,97206,45.49515533,-122.5991135,3,4,3920,360,7/30/2020,550000,629500,2595,1.12,462660,2020
165 NE 37th Ave,Hillsboro,97124,45.5212822,-122.9447021,2,4,6969,355,7/30/2020,380000,446900,2070,1.13,335410,2019
8814 N Seward Ave,Portland,97217,45.58668518,-122.7044449,2,4,7405,361,7/30/2020,527000,603300,2533,1.12,444560,2020
